keeper_year,team,player,eligible,eligibility_status,keeper_round,keeper_number,keeper_status,acquisition_basis,prior_year_round,prior_was_keeper,prior_draft_team,waiver_acquisition_type,waiver_acquisition_date,end_of_prior_season_owner,ownership_confidence,ownership_evidence
2026,Post Mahomes,Kirk Cousins,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Dec 25, 5:14 pm",Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,Post Mahomes,Kyle Monangai,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Nov 26, 3:41 am",Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,Post Mahomes,Michael Carter,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Dec 17, 3:36 am",Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,Post Mahomes,Romeo Doubs,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Sep 17, 9:28 am",Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,Post Mahomes,Broncos,True,Eligible — Round 11,11.0,1,1st-Year Keeper,Prior Draft,12.0,False,Post Mahomes,,,Post Mahomes,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,Post Mahomes,Jake Bates,True,Eligible — Round 12,12.0,1,1st-Year Keeper,Prior Draft,13.0,False,Pop Lockett Drop it,,,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Post Mahomes,Kyren Williams,False,Ineligible — Keeper Limit Exhausted,8.0,3,Must Return to Draft Pool,Prior Keeper,9.0,True,Post Mahomes,,,Post Mahomes,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Post Mahomes,Broncos - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,Post Mahomes,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,The Big Gronkowski,A.J. Brown,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,2.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Nico Collins,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,1.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Chuba Hubbard,True,Eligible — Round 2,2.0,1,1st-Year Keeper,Prior Draft,3.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,TreVeyon Henderson,True,Eligible — Round 3,3.0,1,1st-Year Keeper,Prior Draft,4.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,T.J. Hockenson,True,Eligible — Round 4,4.0,1,1st-Year Keeper,Prior Draft,5.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Jameson Williams,True,Eligible — Round 5,5.0,1,1st-Year Keeper,Prior Draft,6.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Dak Prescott,True,Eligible — Round 6,6.0,1,1st-Year Keeper,Prior Draft,7.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Drake Maye,True,Eligible — Round 8,8.0,1,1st-Year Keeper,Prior Draft,9.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Browns,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 9, 9:16 am",The Big Gronkowski,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,The Big Gronkowski,Chris Rodriguez Jr.,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Dec 6, 3:02 am",The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Darnell Mooney,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Prior Draft,11.0,False,ThreatLevelMidnight,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Matt Prater,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 9, 9:15 am",The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Woody Marks,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Oct 25, 2:45 am",The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Hunter Henry,True,Eligible — Round 11,11.0,1,1st-Year Keeper,Prior Draft,12.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Ka'imi Fairbairn,True,Eligible — Round 13,13.0,1,1st-Year Keeper,Prior Draft,14.0,False,The Big Gronkowski,,,The Big Gronkowski,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Joe Mantegna
2026,The Big Gronkowski,Bills - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,The Big Gronkowski,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Bijan Robinson,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,1.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Marvin Harrison Jr.,True,Eligible — Round 2,2.0,1,1st-Year Keeper,Prior Draft,3.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,DK Metcalf,True,Eligible — Round 3,3.0,1,1st-Year Keeper,Prior Draft,4.0,False,Patty Primetimes,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Xavier Worthy,True,Eligible — Round 5,5.0,2,2nd-Year Keeper — Final Year,Prior Keeper,6.0,True,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Rashee Rice,True,Eligible — Round 6,6.0,1,1st-Year Keeper,Prior Draft,7.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Baker Mayfield,True,Eligible — Round 7,7.0,1,1st-Year Keeper,Prior Draft,8.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Tank Bigsby,True,Eligible — Round 8,8.0,1,1st-Year Keeper,Prior Draft,9.0,False,Patty Primetimes,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Brian Robinson,True,Eligible — Round 9,9.0,1,1st-Year Keeper,Prior Draft,10.0,False,Pop Lockett Drop it,,,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,ThreatLevelMidnight,Jake Ferguson,True,Eligible — Round 9,9.0,1,1st-Year Keeper,Prior Draft,10.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Harold Fannin Jr.,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Dec 11, 4:05 pm",ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,ThreatLevelMidnight,Jacoby Brissett,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 19, 11:32 am",ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Michael Wilson,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 12, 11:37 am",ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Rico Dowdle,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 3, 9:33 am",ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Riley Patterson,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 26, 9:56 am",ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Tyler Allgeier,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Prior Draft,11.0,False,Voldemort,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Quinshon Judkins,True,Eligible — Round 12,12.0,1,1st-Year Keeper,Prior Draft,13.0,False,ThreatLevelMidnight,,,ThreatLevelMidnight,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Patty Primetimes
2026,ThreatLevelMidnight,Tyjae Spears,True,Eligible — Round 12,12.0,1,1st-Year Keeper,Prior Draft,13.0,False,Malle ❤️ 🐸,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Eagles,True,Eligible — Round 13,13.0,1,1st-Year Keeper,Prior Draft,14.0,False,Malle ❤️ 🐸,,,ThreatLevelMidnight,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,ThreatLevelMidnight,Emanuel Wilson,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Sean Tucker,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,ThreatLevelMidnight,Texans - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,ThreatLevelMidnight,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,Uncle Rico,Christian McCaffrey,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,1.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Jonathan Taylor,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,2.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Terry McLaurin,True,Eligible — Round 2,2.0,1,1st-Year Keeper,Prior Draft,3.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Joe Burrow,True,Eligible — Round 3,3.0,1,1st-Year Keeper,Prior Draft,4.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Jaylen Waddle,True,Eligible — Round 4,4.0,1,1st-Year Keeper,Prior Draft,5.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Emeka Egbuka,True,Eligible — Round 5,5.0,1,1st-Year Keeper,Prior Draft,6.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Jerry Jeudy,True,Eligible — Round 6,6.0,1,1st-Year Keeper,Prior Draft,7.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Zach Charbonnet,True,Eligible — Round 9,9.0,2,2nd-Year Keeper — Final Year,Prior Keeper,10.0,True,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Cade Otton,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 16, 7:08 am",Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Dalton Kincaid,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Prior Draft,11.0,False,Uncle Rico,,,Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Daniel Jones,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Sep 17, 4:40 am",Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Dyami Brown,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Dec 3, 4:06 am",Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Harrison Mevis,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Dec 3, 8:29 am",Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Rams,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 29, 7:54 am",Uncle Rico,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,Uncle Rico,Tre Tucker,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Waiver,"Sep 24, 4:37 am",Uncle Rico,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Buttermilk Puuump
2026,Uncle Rico,Titans - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,Uncle Rico,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,Voldemort,Chase Brown,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,2.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Justin Jefferson,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,1.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Jaxon Smith-Njigba,True,Eligible — Round 2,2.0,1,1st-Year Keeper,Prior Draft,3.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Alvin Kamara,True,Eligible — Round 3,3.0,1,1st-Year Keeper,Prior Draft,4.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,David Montgomery,True,Eligible — Round 4,4.0,1,1st-Year Keeper,Prior Draft,5.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Jaylen Warren,True,Eligible — Round 5,5.0,1,1st-Year Keeper,Prior Draft,6.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,David Njoku,True,Eligible — Round 6,6.0,1,1st-Year Keeper,Prior Draft,7.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Kyler Murray,True,Eligible — Round 7,7.0,1,1st-Year Keeper,Prior Draft,8.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Keenan Allen,True,Eligible — Round 9,9.0,1,1st-Year Keeper,Prior Draft,10.0,False,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Aaron Rodgers,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 23, 7:23 am",Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Bears,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 17, 10:58 am",Voldemort,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,Voldemort,Kenny Gainwell,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Sep 28, 7:45 am",Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Sam Darnold,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 9, 6:49 am",Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Will Reichard,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 23, 7:23 am",Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Puka Nacua,False,Ineligible — Keeper Limit Exhausted,8.0,3,Must Return to Draft Pool,Prior Keeper,9.0,True,Voldemort,,,Voldemort,Verified Agreement,Draft + transactions agrees with Week 14 roster snapshot
2026,Voldemort,Bears - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,Voldemort,Snapshot Only,Final regular-season roster snapshot (Week 14)
2026,malle_dips_pouches,Ashton Jeanty,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,1.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Bucky Irving,True,Eligible — Round 1,1.0,1,1st-Year Keeper,Prior Draft,2.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Mike Evans,True,Eligible — Round 2,2.0,1,1st-Year Keeper,Prior Draft,3.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Jalen Hurts,True,Eligible — Round 3,3.0,1,1st-Year Keeper,Prior Draft,4.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,DJ Moore,True,Eligible — Round 4,4.0,1,1st-Year Keeper,Prior Draft,5.0,False,ThreatLevelMidnight,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Tyrone Tracy Jr.,True,Eligible — Round 5,5.0,1,1st-Year Keeper,Prior Draft,6.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Stefon Diggs,True,Eligible — Round 6,6.0,1,1st-Year Keeper,Prior Draft,7.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Jakobi Meyers,True,Eligible — Round 7,7.0,1,1st-Year Keeper,Prior Draft,8.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Jayden Reed,True,Eligible — Round 8,8.0,1,1st-Year Keeper,Prior Draft,9.0,False,Pop Lockett Drop it,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Josh Downs,True,Eligible — Round 9,9.0,1,1st-Year Keeper,Prior Draft,10.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Christian Watson,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Nov 6, 5:16 pm",malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Colston Loveland,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Prior Draft,11.0,False,Patty Primetimes,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Jason Myers,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Waiver / Free Agent,,False,,Free Agent,"Oct 30, 6:24 pm",malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Rachaad White,True,Eligible — Round 10,10.0,1,1st-Year Keeper,Prior Draft,11.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Zach Ertz,True,Eligible — Round 12,12.0,1,1st-Year Keeper,Prior Draft,13.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Primary — Snapshot Differs,Draft + transactions; snapshot owner=Ginger FC
2026,malle_dips_pouches,Ravens,True,Eligible — Round 13,13.0,1,1st-Year Keeper,Prior Draft,14.0,False,malle_dips_pouches,,,malle_dips_pouches,Transaction Reconstruction,Draft + transactions; snapshot owner=none
2026,malle_dips_pouches,Packers - DEF,False,Ineligible — Cannot Determine Keeper Round,,1,1st-Year Keeper,Unknown,,False,,,,malle_dips_pouches,Snapshot Only,Final regular-season roster snapshot (Week 14)
