year,week,player,player_position,match_player,nfl_name,nfl_team,nfl_position,gsis_id,yahoo_id,match_method
2018,12,Nelson Agholor,,nelson agholor,Nelson Agholor,PHI,WR,00-0031549,28408,exact_week_normalized
2018,12,Nick Chubb,RB,nick chubb,Nick Chubb,CLE,RB,00-0034791,31005,exact_week_normalized
2018,12,Nick Vannett,TE,nick vannett,Nick Vannett,SEA,TE,00-0032394,29328,exact_week_normalized
2018,12,Odell Beckham Jr.,WR,odell beckham,Odell Beckham,NYG,WR,00-0031235,27540,exact_week_normalized
2018,12,Patrick Mahomes,QB,patrick mahomes,Patrick Mahomes,KC,QB,00-0033873,30123,inferred_between_same_team
2018,12,Peyton Barber,RB,peyton barber,Peyton Barber,TB,RB,00-0032741,29560,exact_week_normalized
2018,12,Philip Rivers,QB,philip rivers,Philip Rivers,LAC,QB,00-0022942,6763,exact_week_normalized
2018,12,Phillip Lindsay,RB,phillip lindsay,Phillip Lindsay,DEN,RB,00-0034109,31379,exact_week_normalized
2018,12,Rex Burkhead,,rex burkhead,Rex Burkhead,NE,RB,00-0030288,26813,exact_week_normalized
2018,12,Ricky Seals-Jones,,ricky seals jones,Ricky Seals-Jones,ARI,TE,00-0033611,30494,exact_week_normalized
2018,12,Rob Gronkowski,TE,rob gronkowski,Rob Gronkowski,NE,TE,00-0027656,24017,exact_week_normalized
2018,12,Robbie Gould,K,robbie gould,Robbie Gould,SF,K,00-0023252,7520,exact_week_normalized
2018,12,Robert Woods,,robert woods,Robert Woods,LA,WR,00-0030431,26664,inferred_between_same_team
2018,12,Russell Wilson,QB,russell wilson,Russell Wilson,SEA,QB,00-0029263,25785,exact_week_normalized
2018,12,Sammy Watkins,,sammy watkins,Sammy Watkins,KC,WR,00-0031325,27532,inferred_between_same_team
2018,12,Saquon Barkley,RB,saquon barkley,Saquon Barkley,NYG,RB,00-0034844,30972,exact_week_normalized
2018,12,Sony Michel,,sony michel,Sony Michel,NE,RB,00-0034845,31001,exact_week_normalized
2018,12,Stefon Diggs,WR,stefon diggs,Stefon Diggs,MIN,WR,00-0031588,28534,exact_week_normalized
2018,12,Stephen Gostkowski,K,stephen gostkowski,Stephen Gostkowski,NE,K,00-0024333,7867,exact_week_normalized
2018,12,Sterling Shepard,,sterling shepard,Sterling Shepard,NYG,WR,00-0032385,29274,exact_week_normalized
2018,12,T.J. Yeldon,,t j yeldon,T.J. Yeldon,JAX,RB,00-0032209,28424,exact_week_normalized
2018,12,T.Y. Hilton,WR,t y hilton,T.Y. Hilton,IND,WR,00-0029608,25802,exact_week_normalized
2018,12,Tarik Cohen,RB,tarik cohen,Tarik Cohen,CHI,RB,00-0033556,30232,exact_week_normalized
2018,12,Tevin Coleman,RB,tevin coleman,Tevin Coleman,ATL,RB,00-0032058,28461,exact_week_normalized
2018,12,Theo Riddick,RB,theo riddick,Theo Riddick,DET,RB,00-0030107,26822,exact_week_normalized
2018,12,Todd Gurley,,todd gurley,Todd Gurley,LA,RB,00-0032241,28398,inferred_between_same_team
2018,12,Tom Brady,QB,tom brady,Tom Brady,NE,QB,00-0019596,5228,exact_week_normalized
2018,12,Travis Kelce,,travis kelce,Travis Kelce,KC,TE,00-0030506,26686,inferred_between_same_team
2018,12,Trey Burton,TE,trey burton,Trey Burton,CHI,TE,00-0030710,27789,exact_week_normalized
2018,12,Tyler Boyd,WR,tyler boyd,Tyler Boyd,CIN,WR,00-0033009,29288,exact_week_normalized
2018,12,Tyler Lockett,WR,tyler lockett,Tyler Lockett,SEA,WR,00-0032211,28457,exact_week_normalized
2018,12,Tyreek Hill,,tyreek hill,Tyreek Hill,KC,WR,00-0033040,29399,inferred_between_same_team
2018,12,Tyrell Williams,,tyrell williams,Tyrell Williams,LAC,WR,00-0032160,28691,exact_week_normalized
2018,12,Vance McDonald,,vance mcdonald,Vance McDonald,PIT,TE,00-0030470,26678,exact_week_normalized
2018,12,Wendell Smallwood,,wendell smallwood,Wendell Smallwood,PHI,RB,00-0032782,29387,exact_week_normalized
2018,12,Wil Lutz,K,wil lutz,Wil Lutz,NO,K,00-0032569,29754,exact_week_normalized
2018,12,Zach Ertz,TE,zach ertz,Zach Ertz,PHI,TE,00-0030061,26658,exact_week_normalized
2018,13,A.J. Green,,a j green,A.J. Green,CIN,WR,00-0027942,24791,exact_week_normalized
2018,13,Aaron Jones Sr.,RB,aaron jones,Aaron Jones,GB,RB,00-0033293,30295,exact_week_normalized
2018,13,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2018,13,Adam Humphries,WR,adam humphries,Adam Humphries,TB,WR,00-0032009,29070,exact_week_normalized
2018,13,Adam Thielen,WR,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2018,13,Adrian Peterson,RB,adrian peterson,Adrian Peterson,WAS,RB,00-0025394,8261,exact_week_normalized
2018,13,Aldrick Rosas,,aldrick rosas,Aldrick Rosas,NYG,K,00-0032870,29949,exact_week_normalized
2018,13,Allen Robinson,WR,allen robinson,Allen Robinson,CHI,WR,00-0031428,27589,exact_week_normalized
2018,13,Alshon Jeffery,WR,alshon jeffery,Alshon Jeffery,PHI,WR,00-0029137,25755,exact_week_normalized
2018,13,Alvin Kamara,RB,alvin kamara,Alvin Kamara,NO,RB,00-0033906,30180,exact_week_normalized
2018,13,Amari Cooper,WR,amari cooper,Amari Cooper,DAL,WR,00-0031544,28392,exact_week_normalized
2018,13,Andrew Luck,QB,andrew luck,Andrew Luck,IND,QB,00-0029668,25711,exact_week_normalized
2018,13,Antonio Brown,WR,antonio brown,Antonio Brown,PIT,WR,00-0027793,24171,exact_week_normalized
2018,13,Austin Ekeler,RB,austin ekeler,Austin Ekeler,LAC,RB,00-0033699,30423,exact_week_normalized
2018,13,Austin Hooper,,austin hooper,Austin Hooper,ATL,TE,00-0032392,29315,exact_week_normalized
2018,13,Baker Mayfield,,baker mayfield,Baker Mayfield,CLE,QB,00-0034855,30971,exact_week_normalized
2018,13,Ben Roethlisberger,,ben roethlisberger,Ben Roethlisberger,PIT,QB,00-0022924,6770,exact_week_normalized
2018,13,Ben Watson,TE,ben watson,,,,,,unmatched
2018,13,Blake Bortles,,blake bortles,Blake Bortles,JAX,QB,00-0031407,27531,exact_week_normalized
2018,13,Brandin Cooks,WR,brandin cooks,Brandin Cooks,LA,WR,00-0031236,27548,exact_week_normalized
2018,13,C.J. Uzomah,TE,c j uzomah,C.J. Uzomah,CIN,TE,00-0032134,28545,exact_week_normalized
2018,13,Calvin Ridley,,calvin ridley,Calvin Ridley,ATL,WR,00-0034837,30996,exact_week_normalized
2018,13,Cam Newton,QB,cam newton,Cam Newton,CAR,QB,00-0027939,24788,exact_week_normalized
2018,13,Cameron Brate,,cameron brate,Cameron Brate,TB,TE,00-0031273,28267,exact_week_normalized
2018,13,Carlos Hyde,RB,carlos hyde,Carlos Hyde,JAX,RB,00-0031045,27585,exact_week_normalized
2018,13,Carson Wentz,,carson wentz,Carson Wentz,PHI,QB,00-0032950,29236,exact_week_normalized
2018,13,Chris Boswell,K,chris boswell,Chris Boswell,PIT,K,00-0031136,28188,exact_week_normalized
2018,13,Chris Carson,,chris carson,Chris Carson,SEA,RB,00-0033594,30362,exact_week_normalized
2018,13,Chris Conley,,chris conley,Chris Conley,KC,WR,00-0032128,28464,exact_week_normalized
2018,13,Chris Hogan,,chris hogan,Chris Hogan,NE,WR,00-0028237,25178,exact_week_normalized
2018,13,Christian McCaffrey,RB,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2018,13,Cooper Kupp,,cooper kupp,Cooper Kupp,LA,WR,00-0033908,30182,exact_week_normalized
2018,13,Corey Clement,,corey clement,Corey Clement,PHI,RB,00-0033725,30707,exact_week_normalized
2018,13,Corey Davis,WR,corey davis,Corey Davis,TEN,WR,00-0033871,30118,exact_week_normalized
2018,13,Courtland Sutton,,courtland sutton,Courtland Sutton,DEN,WR,00-0034348,31010,exact_week_normalized
2018,13,DJ Moore,,d j moore,D.J. Moore,CAR,WR,00-0034827,30994,exact_week_normalized
2018,13,Dalvin Cook,RB,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2018,13,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2018,13,David Johnson,RB,david johnson,David Johnson,ARI,RB,00-0032187,28474,exact_week_normalized
2018,13,David Njoku,TE,david njoku,David Njoku,CLE,TE,00-0033885,30142,exact_week_normalized
2018,13,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,HOU,WR,00-0030564,26650,exact_week_normalized
2018,13,Dede Westbrook,,dede westbrook,Dede Westbrook,JAX,WR,00-0033839,30223,exact_week_normalized
2018,13,Demaryius Thomas,,demaryius thomas,Demaryius Thomas,HOU,WR,00-0027874,23997,exact_week_normalized
2018,13,Derek Carr,,derek carr,Derek Carr,OAK,QB,00-0031280,27564,exact_week_normalized
2018,13,Derrick Henry,,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2018,13,Deshaun Watson,,deshaun watson,Deshaun Watson,HOU,QB,00-0033537,30125,exact_week_normalized
2018,13,Devonta Freeman,,devonta freeman,Devonta Freeman,ATL,RB,00-0031285,27631,exact_week_normalized
2018,13,Dion Lewis,,dion lewis,Dion Lewis,TEN,RB,00-0028087,24936,exact_week_normalized
2018,13,Doug Baldwin,,doug baldwin,Doug Baldwin,SEA,WR,00-0028434,25105,exact_week_normalized
2018,13,Doug Martin,,doug martin,Doug Martin,OAK,RB,00-0029613,25741,exact_week_normalized
2018,13,Drew Brees,QB,drew brees,Drew Brees,NO,QB,00-0020531,5479,exact_week_normalized
2018,13,Duke Johnson,,duke johnson,Duke Johnson,CLE,RB,00-0032257,28465,exact_week_normalized
2018,13,Emmanuel Sanders,WR,emmanuel sanders,Emmanuel Sanders,DEN,WR,00-0027685,24057,exact_week_normalized
2018,13,Eric Ebron,TE,eric ebron,Eric Ebron,IND,TE,00-0031387,27538,exact_week_normalized
2018,13,Evan Engram,,evan engram,Evan Engram,NYG,TE,00-0033881,30136,exact_week_normalized
2018,13,Ezekiel Elliott,RB,ezekiel elliott,Ezekiel Elliott,DAL,RB,00-0033045,29238,exact_week_normalized
2018,13,Frank Gore,,frank gore,Frank Gore,MIA,RB,00-0023500,7241,exact_week_normalized
2018,13,George Kittle,TE,george kittle,George Kittle,SF,TE,00-0033288,30259,exact_week_normalized
2018,13,Giovani Bernard,,giovani bernard,Giovani Bernard,CIN,RB,00-0030456,26660,exact_week_normalized
2018,13,Golden Tate,,golden tate,Golden Tate,PHI,WR,00-0027891,24035,exact_week_normalized
2018,13,Graham Gano,K,graham gano,Graham Gano,CAR,K,00-0026858,9526,exact_week_normalized
2018,13,Greg Olsen,,greg olsen,Greg Olsen,CAR,TE,00-0025418,8285,exact_week_normalized
2018,13,Greg Zuerlein,K,greg zuerlein,Greg Zuerlein,LA,K,00-0029621,25881,exact_week_normalized
2018,13,Gus Edwards,RB,gus edwards,Gus Edwards,BAL,RB,00-0034184,31424,exact_week_normalized
2018,13,Harrison Butker,K,harrison butker,Harrison Butker,KC,K,00-0033303,30346,exact_week_normalized
2018,13,Isaiah Crowell,,isaiah crowell,Isaiah Crowell,NYJ,RB,00-0030656,28014,exact_week_normalized
2018,13,Ito Smith,,ito smith,Ito Smith,ATL,RB,00-0034378,31096,exact_week_normalized
2018,13,Jake Elliott,K,jake elliott,Jake Elliott,PHI,K,00-0033787,30266,exact_week_normalized
2018,13,Jalen Richard,,jalen richard,Jalen Richard,OAK,RB,00-0033025,30000,exact_week_normalized
2018,13,Jameis Winston,,jameis winston,Jameis Winston,TB,QB,00-0031503,28389,exact_week_normalized
2018,13,James Conner,RB,james conner,James Conner,PIT,RB,00-0033553,30218,exact_week_normalized
2018,13,James White,,james white,James White,NE,RB,00-0031062,27658,exact_week_normalized
2018,13,Jared Cook,,jared cook,Jared Cook,OAK,TE,00-0027061,9353,exact_week_normalized
2018,13,Jared Goff,QB,jared goff,Jared Goff,LA,QB,00-0033106,29235,exact_week_normalized
2018,13,Jarvis Landry,WR,jarvis landry,Jarvis Landry,CLE,WR,00-0031382,27591,exact_week_normalized
2018,13,Javorius Allen,,javorius allen,Javorius Allen,BAL,RB,00-0031577,28513,exact_week_normalized
2018,13,Jeff Heuerman,,jeff heuerman,Jeff Heuerman,DEN,TE,00-0032227,28480,exact_week_normalized
2018,13,Jimmy Graham,,jimmy graham,Jimmy Graham,GB,TE,00-0027696,24070,exact_week_normalized
2018,13,Joe Mixon,,joe mixon,Joe Mixon,CIN,RB,00-0033897,30161,exact_week_normalized
2018,13,John Ross,,john ross,John Ross,CIN,WR,00-0033460,30122,exact_week_normalized
2018,13,Jordan Howard,RB,jordan howard,Jordan Howard,CHI,RB,00-0032780,29384,exact_week_normalized
2018,13,Jordan Reed,TE,jordan reed,Jordan Reed,WAS,TE,00-0030472,26708,exact_week_normalized
2018,13,Josh Adams,RB,josh adams,Josh Adams,PHI,RB,00-0034457,31567,exact_week_normalized
2018,13,Josh Gordon,WR,josh gordon,Josh Gordon,NE,WR,00-0029664,26561,exact_week_normalized
2018,13,Josh Reynolds,,josh reynolds,Josh Reynolds,LA,WR,00-0033943,30230,exact_week_normalized
2018,13,JuJu Smith-Schuster,WR,juju smith schuster,JuJu Smith-Schuster,PIT,WR,00-0033857,30175,exact_week_normalized
2018,13,Julian Edelman,WR,julian edelman,Julian Edelman,NE,WR,00-0027150,9496,exact_week_normalized
2018,13,Julio Jones,WR,julio jones,Julio Jones,ATL,WR,00-0027944,24793,exact_week_normalized
2018,13,Justin Tucker,K,justin tucker,Justin Tucker,BAL,K,00-0029597,26534,exact_week_normalized
2018,13,Ka'imi Fairbairn,K,ka imi fairbairn,Ka'imi Fairbairn,HOU,K,00-0032726,29792,exact_week_normalized
2018,13,Kareem Hunt,,kareem hunt,Kareem Hunt,KC,RB,00-0033923,30199,exact_week_normalized
2018,13,Keelan Cole Sr.,,keelan cole,Keelan Cole,JAX,WR,00-0033681,30396,exact_week_normalized
2018,13,Keenan Allen,WR,keenan allen,Keenan Allen,LAC,WR,00-0030279,26699,exact_week_normalized
2018,13,Kenny Golladay,WR,kenny golladay,Kenny Golladay,DET,WR,00-0033932,30209,exact_week_normalized
2018,13,Kenny Stills,,kenny stills,Kenny Stills,MIA,WR,00-0030085,26767,exact_week_normalized
2018,13,Kenyan Drake,,kenyan drake,Kenyan Drake,MIA,RB,00-0033118,29307,exact_week_normalized
2018,13,Kerryon Johnson,,kerryon johnson,Kerryon Johnson,DET,RB,00-0034349,31013,exact_week_normalized
2018,13,Kirk Cousins,QB,kirk cousins,Kirk Cousins,MIN,QB,00-0029604,25812,exact_week_normalized
2018,13,Kyle Rudolph,TE,kyle rudolph,Kyle Rudolph,MIN,TE,00-0027981,24830,exact_week_normalized
2018,13,Lamar Jackson,QB,lamar jackson,Lamar Jackson,BAL,QB,00-0034796,31002,exact_week_normalized
2018,13,Lamar Miller,RB,lamar miller,Lamar Miller,HOU,RB,00-0029615,25807,exact_week_normalized
2018,13,Larry Fitzgerald,,larry fitzgerald,Larry Fitzgerald,ARI,WR,00-0022921,6762,exact_week_normalized
2018,13,Latavius Murray,,latavius murray,Latavius Murray,MIN,RB,00-0030513,26804,exact_week_normalized
2018,13,LeGarrette Blount,,legarrette blount,LeGarrette Blount,DET,RB,00-0027325,24318,exact_week_normalized
2018,13,LeSean McCoy,,lesean mccoy,LeSean McCoy,BUF,RB,00-0027029,9317,exact_week_normalized
2018,13,Leonard Fournette,,leonard fournette,Leonard Fournette,JAX,RB,00-0033856,30117,exact_week_normalized
2018,13,M. Valdes-Scantling,WR,marquez valdes scantling,Marquez Valdes-Scantling,GB,WR,00-0034272,31144,exact_week_normalized
2018,13,Mark Ingram II,RB,mark ingram,Mark Ingram,NO,RB,00-0027966,24815,exact_week_normalized
2018,13,Marlon Mack,,marlon mack,Marlon Mack,IND,RB,00-0033951,30256,exact_week_normalized
2018,13,Marquise Goodwin,,marquise goodwin,Marquise Goodwin,SF,WR,00-0030068,26701,exact_week_normalized
2018,13,Marvin Jones Jr.,,marvin jones,Marvin Jones,DET,WR,00-0029293,25876,exact_week_normalized
2018,13,Mason Crosby,K,mason crosby,Mason Crosby,GB,K,00-0025580,8447,exact_week_normalized
2018,13,Matt Breida,,matt breida,Matt Breida,SF,RB,00-0033308,30552,exact_week_normalized
2018,13,Matt Bryant,,matt bryant,Matt Bryant,ATL,K,00-0020578,6243,exact_week_normalized
2018,13,Matt LaCosse,TE,matt lacosse,Matt LaCosse,DEN,TE,00-0031744,28875,exact_week_normalized
2018,13,Matt Prater,K,matt prater,Matt Prater,DET,K,00-0023853,8565,exact_week_normalized
2018,13,Matt Ryan,QB,matt ryan,Matt Ryan,ATL,QB,00-0026143,8780,exact_week_normalized
2018,13,Matthew Stafford,QB,matthew stafford,Matthew Stafford,DET,QB,00-0026498,9265,exact_week_normalized
2018,13,Melvin Gordon III,,melvin gordon,Melvin Gordon,LAC,RB,00-0032144,28403,exact_week_normalized
2018,13,Michael Crabtree,,michael crabtree,Michael Crabtree,BAL,WR,00-0026986,9274,exact_week_normalized
2018,13,Michael Thomas,WR,michael thomas,Michael Thomas,NYG,DB,00-0028908,26265,exact_week_normalized
2018,13,Mike Evans,WR,mike evans,Mike Evans,TB,WR,00-0031408,27535,exact_week_normalized
2018,13,Mitchell Trubisky,,mitchell trubisky,Mitchell Trubisky,CHI,QB,00-0033869,30115,exact_week_normalized
2018,13,Mohamed Sanu,,mohamed sanu,Mohamed Sanu,ATL,WR,00-0029632,25793,exact_week_normalized
2018,13,Nelson Agholor,,nelson agholor,Nelson Agholor,PHI,WR,00-0031549,28408,exact_week_normalized
2018,13,Nick Chubb,RB,nick chubb,Nick Chubb,CLE,RB,00-0034791,31005,exact_week_normalized
2018,13,Odell Beckham Jr.,WR,odell beckham,Odell Beckham,NYG,WR,00-0031235,27540,exact_week_normalized
2018,13,Patrick Mahomes,QB,patrick mahomes,Patrick Mahomes,KC,QB,00-0033873,30123,exact_week_normalized
2018,13,Peyton Barber,RB,peyton barber,Peyton Barber,TB,RB,00-0032741,29560,exact_week_normalized
2018,13,Philip Rivers,QB,philip rivers,Philip Rivers,LAC,QB,00-0022942,6763,exact_week_normalized
2018,13,Phillip Lindsay,RB,phillip lindsay,Phillip Lindsay,DEN,RB,00-0034109,31379,exact_week_normalized
2018,13,Rex Burkhead,,rex burkhead,Rex Burkhead,NE,RB,00-0030288,26813,exact_week_normalized
2018,13,Ricky Seals-Jones,,ricky seals jones,Ricky Seals-Jones,ARI,TE,00-0033611,30494,exact_week_normalized
2018,13,Rob Gronkowski,TE,rob gronkowski,Rob Gronkowski,NE,TE,00-0027656,24017,exact_week_normalized
2018,13,Robert Woods,,robert woods,Robert Woods,LA,WR,00-0030431,26664,exact_week_normalized
2018,13,Russell Wilson,QB,russell wilson,Russell Wilson,SEA,QB,00-0029263,25785,exact_week_normalized
2018,13,Sammy Watkins,,sammy watkins,Sammy Watkins,KC,WR,00-0031325,27532,exact_week_normalized
2018,13,Saquon Barkley,RB,saquon barkley,Saquon Barkley,NYG,RB,00-0034844,30972,exact_week_normalized
2018,13,Sebastian Janikowski,K,sebastian janikowski,Sebastian Janikowski,SEA,K,00-0019646,5046,exact_week_normalized
2018,13,Sony Michel,RB,sony michel,Sony Michel,NE,RB,00-0034845,31001,exact_week_normalized
2018,13,Spencer Ware,,spencer ware,Spencer Ware,KC,RB,00-0030414,26817,exact_week_normalized
2018,13,Stefon Diggs,,stefon diggs,Stefon Diggs,MIN,WR,00-0031588,28534,exact_week_normalized
2018,13,Stephen Gostkowski,K,stephen gostkowski,Stephen Gostkowski,NE,K,00-0024333,7867,exact_week_normalized
2018,13,Sterling Shepard,,sterling shepard,Sterling Shepard,NYG,WR,00-0032385,29274,exact_week_normalized
2018,13,T.J. Yeldon,,t j yeldon,T.J. Yeldon,JAX,RB,00-0032209,28424,exact_week_normalized
2018,13,T.Y. Hilton,,t y hilton,T.Y. Hilton,IND,WR,00-0029608,25802,exact_week_normalized
2018,13,Tarik Cohen,RB,tarik cohen,Tarik Cohen,CHI,RB,00-0033556,30232,exact_week_normalized
2018,13,Tevin Coleman,RB,tevin coleman,Tevin Coleman,ATL,RB,00-0032058,28461,exact_week_normalized
2018,13,Theo Riddick,RB,theo riddick,Theo Riddick,DET,RB,00-0030107,26822,exact_week_normalized
2018,13,Todd Gurley,RB,todd gurley,Todd Gurley,LA,RB,00-0032241,28398,exact_week_normalized
2018,13,Tom Brady,,tom brady,Tom Brady,NE,QB,00-0019596,5228,exact_week_normalized
2018,13,Travis Kelce,TE,travis kelce,Travis Kelce,KC,TE,00-0030506,26686,exact_week_normalized
2018,13,Trey Burton,TE,trey burton,Trey Burton,CHI,TE,00-0030710,27789,exact_week_normalized
2018,13,Tyler Boyd,WR,tyler boyd,Tyler Boyd,CIN,WR,00-0033009,29288,exact_week_normalized
2018,13,Tyler Lockett,,tyler lockett,Tyler Lockett,SEA,WR,00-0032211,28457,exact_week_normalized
2018,13,Tyreek Hill,WR,tyreek hill,Tyreek Hill,KC,WR,00-0033040,29399,exact_week_normalized
2018,13,Tyrell Williams,,tyrell williams,Tyrell Williams,LAC,WR,00-0032160,28691,exact_week_normalized
2018,13,Vance McDonald,,vance mcdonald,Vance McDonald,PIT,TE,00-0030470,26678,exact_week_normalized
2018,13,Wil Lutz,K,wil lutz,Wil Lutz,NO,K,00-0032569,29754,exact_week_normalized
2018,13,Zach Ertz,TE,zach ertz,Zach Ertz,PHI,TE,00-0030061,26658,exact_week_normalized
2019,1,A.J. Green,,a j green,A.J. Green,CIN,WR,00-0027942,24791,exact_week_normalized
2019,1,Aaron Jones Sr.,RB,aaron jones,Aaron Jones,GB,RB,00-0033293,30295,exact_week_normalized
2019,1,Aaron Rodgers,QB,aaron rodgers,Aaron Rodgers,GB,QB,00-0023459,7200,exact_week_normalized
2019,1,Adam Thielen,WR,adam thielen,Adam Thielen,MIN,WR,00-0030035,27277,exact_week_normalized
2019,1,Allen Robinson,WR,allen robinson,Allen Robinson,CHI,WR,00-0031428,27589,exact_week_normalized
2019,1,Alshon Jeffery,,alshon jeffery,Alshon Jeffery,PHI,WR,00-0029137,25755,exact_week_normalized
2019,1,Alvin Kamara,RB,alvin kamara,Alvin Kamara,NO,RB,00-0033906,30180,exact_week_normalized
2019,1,Amari Cooper,WR,amari cooper,Amari Cooper,DAL,WR,00-0031544,28392,exact_week_normalized
2019,1,Anthony Miller,,anthony miller,Anthony Miller,CHI,WR,00-0034353,31021,exact_week_normalized
2019,1,Antonio Brown,,antonio brown,Antonio Brown,OAK,WR,00-0027793,24171,exact_week_normalized
2019,1,Austin Ekeler,,austin ekeler,Austin Ekeler,LAC,RB,00-0033699,30423,exact_week_normalized
2019,1,Austin Hooper,TE,austin hooper,Austin Hooper,ATL,TE,00-0032392,29315,exact_week_normalized
2019,1,Baker Mayfield,QB,baker mayfield,Baker Mayfield,CLE,QB,00-0034855,30971,exact_week_normalized
2019,1,Ben Roethlisberger,,ben roethlisberger,Ben Roethlisberger,PIT,QB,00-0022924,6770,exact_week_normalized
2019,1,Brandin Cooks,WR,brandin cooks,Brandin Cooks,LA,WR,00-0031236,27548,exact_week_normalized
2019,1,Brett Maher,K,brett maher,Brett Maher,DAL,K,00-0030332,27369,exact_week_normalized
2019,1,Calvin Ridley,,calvin ridley,Calvin Ridley,ATL,WR,00-0034837,30996,exact_week_normalized
2019,1,Cam Newton,QB,cam newton,Cam Newton,CAR,QB,00-0027939,24788,exact_week_normalized
2019,1,Carlos Hyde,,carlos hyde,Carlos Hyde,HOU,RB,00-0031045,27585,exact_week_normalized
2019,1,Carson Wentz,QB,carson wentz,Carson Wentz,PHI,QB,00-0032950,29236,exact_week_normalized
2019,1,Chris Carson,RB,chris carson,Chris Carson,SEA,RB,00-0033594,30362,exact_week_normalized
2019,1,Chris Godwin Jr.,WR,chris godwin,Chris Godwin,TB,WR,00-0033921,30197,exact_week_normalized
2019,1,Chris Thompson,,chris thompson,Chris Thompson,WAS,RB,00-0030404,26777,exact_week_normalized
2019,1,Christian Kirk,,christian kirk,Christian Kirk,ARI,WR,00-0034775,31017,exact_week_normalized
2019,1,Christian McCaffrey,RB,christian mccaffrey,Christian McCaffrey,CAR,RB,00-0033280,30121,exact_week_normalized
2019,1,Cooper Kupp,,cooper kupp,Cooper Kupp,LA,WR,00-0033908,30182,exact_week_normalized
2019,1,Corey Davis,,corey davis,Corey Davis,TEN,WR,00-0033871,30118,exact_week_normalized
2019,1,Courtland Sutton,,courtland sutton,Courtland Sutton,DEN,WR,00-0034348,31010,exact_week_normalized
2019,1,Curtis Samuel,WR,curtis samuel,Curtis Samuel,CAR,WR,00-0033282,30153,exact_week_normalized
2019,1,DJ Moore,,d j moore,D.J. Moore,CAR,WR,00-0034827,30994,exact_week_normalized
2019,1,DK Metcalf,,dk metcalf,,,,,,unmatched
2019,1,Dak Prescott,,dak prescott,Dak Prescott,DAL,QB,00-0033077,29369,exact_week_normalized
2019,1,Dalvin Cook,RB,dalvin cook,Dalvin Cook,MIN,RB,00-0033893,30154,exact_week_normalized
2019,1,Damien Williams,RB,damien williams,Damien Williams,KC,RB,00-0030874,28115,exact_week_normalized
2019,1,Dante Pettis,,dante pettis,Dante Pettis,SF,WR,00-0034860,31014,exact_week_normalized
2019,1,Darrell Henderson Jr.,,darrell henderson,Darrell Henderson,LA,RB,00-0035664,31902,exact_week_normalized
2019,1,Darren Waller,,darren waller,Darren Waller,OAK,TE,00-0031610,28592,exact_week_normalized
2019,1,Darwin Thompson,,darwin thompson,Darwin Thompson,KC,RB,00-0035148,32046,exact_week_normalized
2019,1,Davante Adams,WR,davante adams,Davante Adams,GB,WR,00-0031381,27581,exact_week_normalized
2019,1,David Johnson,,david johnson,David Johnson,ARI,RB,00-0032187,28474,exact_week_normalized
2019,1,David Montgomery,RB,david montgomery,David Montgomery,CHI,RB,00-0035685,31905,exact_week_normalized
2019,1,David Njoku,TE,david njoku,David Njoku,CLE,TE,00-0033885,30142,exact_week_normalized
2019,1,DeAndre Hopkins,WR,deandre hopkins,DeAndre Hopkins,HOU,WR,00-0030564,26650,exact_week_normalized
2019,1,DeSean Jackson,,desean jackson,DeSean Jackson,PHI,WR,00-0026189,8826,exact_week_normalized
2019,1,Dede Westbrook,,dede westbrook,Dede Westbrook,JAX,WR,00-0033839,30223,exact_week_normalized
2019,1,Delanie Walker,TE,delanie walker,Delanie Walker,TEN,TE,00-0024389,7924,exact_week_normalized
2019,1,Derrick Henry,RB,derrick henry,Derrick Henry,TEN,RB,00-0032764,29279,exact_week_normalized
2019,1,Derrius Guice,RB,derrius guice,Derrius Guice,WAS,RB,00-0034358,31029,exact_week_normalized
2019,1,Deshaun Watson,QB,deshaun watson,Deshaun Watson,HOU,QB,00-0033537,30125,exact_week_normalized
2019,1,Devin Singletary,,devin singletary,Devin Singletary,BUF,RB,00-0035250,31906,exact_week_normalized
2019,1,Devonta Freeman,RB,devonta freeman,Devonta Freeman,ATL,RB,00-0031285,27631,exact_week_normalized
2019,1,Dion Lewis,,dion lewis,Dion Lewis,TEN,RB,00-0028087,24936,exact_week_normalized
2019,1,Donte Moncrief,,donte moncrief,Donte Moncrief,PIT,WR,00-0031339,27618,exact_week_normalized
2019,1,Drew Brees,QB,drew brees,Drew Brees,NO,QB,00-0020531,5479,exact_week_normalized
2019,1,Duke Johnson,,duke johnson,Duke Johnson,HOU,RB,00-0032257,28465,exact_week_normalized
2019,1,Emmanuel Sanders,,emmanuel sanders,Emmanuel Sanders,DEN,WR,00-0027685,24057,exact_week_normalized
